refresh_time,target_time,lead_step,predicted_load_kW,hour,weekday,is_weekend,month,is_holiday
2010-11-19 10:45:00,2010-11-19 13:15:00,10,0.4172,13,4,0,11,0
2010-11-19 10:45:00,2010-11-19 13:30:00,11,0.3962,13,4,0,11,0
2010-11-19 10:45:00,2010-11-19 13:45:00,12,0.4193,13,4,0,11,0
2010-11-19 10:45:00,2010-11-19 14:00:00,13,0.431,14,4,0,11,0
2010-11-19 10:45:00,2010-11-19 14:15:00,14,0.4652,14,4,0,11,0
2010-11-19 10:45:00,2010-11-19 14:30:00,15,0.4809,14,4,0,11,0
2010-11-19 10:45:00,2010-11-19 14:45:00,16,0.4272,14,4,0,11,0
2010-11-19 10:45:00,2010-11-19 15:00:00,17,0.4422,15,4,0,11,0
2010-11-19 10:45:00,2010-11-19 15:15:00,18,0.4212,15,4,0,11,0
2010-11-19 10:45:00,2010-11-19 15:30:00,19,0.4242,15,4,0,11,0
2010-11-19 10:45:00,2010-11-19 15:45:00,20,0.4293,15,4,0,11,0
2010-11-19 10:45:00,2010-11-19 16:00:00,21,0.4779,16,4,0,11,0
2010-11-19 10:45:00,2010-11-19 16:15:00,22,0.4336,16,4,0,11,0
2010-11-19 10:45:00,2010-11-19 16:30:00,23,0.426,16,4,0,11,0
2010-11-19 10:45:00,2010-11-19 16:45:00,24,0.4313,16,4,0,11,0
2010-11-19 10:45:00,2010-11-19 17:00:00,25,0.5285,17,4,0,11,0
2010-11-19 10:45:00,2010-11-19 17:15:00,26,0.4953,17,4,0,11,0
2010-11-19 10:45:00,2010-11-19 17:30:00,27,0.4363,17,4,0,11,0
2010-11-19 10:45:00,2010-11-19 17:45:00,28,0.4534,17,4,0,11,0
2010-11-19 10:45:00,2010-11-19 18:00:00,29,0.4766,18,4,0,11,0
2010-11-19 10:45:00,2010-11-19 18:15:00,30,0.5163,18,4,0,11,0
2010-11-19 10:45:00,2010-11-19 18:30:00,31,0.588,18,4,0,11,0
2010-11-19 10:45:00,2010-11-19 18:45:00,32,0.5664,18,4,0,11,0
2010-11-19 10:45:00,2010-11-19 19:00:00,33,0.5929,19,4,0,11,0
2010-11-19 10:45:00,2010-11-19 19:15:00,34,0.5626,19,4,0,11,0
2010-11-19 10:45:00,2010-11-19 19:30:00,35,0.6089,19,4,0,11,0
2010-11-19 10:45:00,2010-11-19 19:45:00,36,0.5708,19,4,0,11,0
2010-11-19 10:45:00,2010-11-19 20:00:00,37,0.5585,20,4,0,11,0
2010-11-19 10:45:00,2010-11-19 20:15:00,38,0.5935,20,4,0,11,0
2010-11-19 10:45:00,2010-11-19 20:30:00,39,0.6908,20,4,0,11,0
2010-11-19 10:45:00,2010-11-19 20:45:00,40,0.7125,20,4,0,11,0
2010-11-19 10:45:00,2010-11-19 21:00:00,41,0.7208,21,4,0,11,0
2010-11-19 10:45:00,2010-11-19 21:15:00,42,0.6994,21,4,0,11,0
2010-11-19 10:45:00,2010-11-19 21:30:00,43,0.65,21,4,0,11,0
2010-11-19 10:45:00,2010-11-19 21:45:00,44,0.6686,21,4,0,11,0
2010-11-19 10:45:00,2010-11-19 22:00:00,45,0.6355,22,4,0,11,0
2010-11-19 10:45:00,2010-11-19 22:15:00,46,0.6115,22,4,0,11,0
2010-11-19 10:45:00,2010-11-19 22:30:00,47,0.5677,22,4,0,11,0
2010-11-19 10:45:00,2010-11-19 22:45:00,48,0.5375,22,4,0,11,0
2010-11-19 10:45:00,2010-11-19 23:00:00,49,0.5135,23,4,0,11,0
2010-11-19 10:45:00,2010-11-19 23:15:00,50,0.4942,23,4,0,11,0
2010-11-19 10:45:00,2010-11-19 23:30:00,51,0.4986,23,4,0,11,0
2010-11-19 10:45:00,2010-11-19 23:45:00,52,0.5289,23,4,0,11,0
2010-11-19 10:45:00,2010-11-20 00:00:00,53,0.4387,0,5,1,11,0
2010-11-19 10:45:00,2010-11-20 00:15:00,54,0.406,0,5,1,11,0
2010-11-19 10:45:00,2010-11-20 00:30:00,55,0.395,0,5,1,11,0
2010-11-19 10:45:00,2010-11-20 00:45:00,56,0.4112,0,5,1,11,0
2010-11-19 10:45:00,2010-11-20 01:00:00,57,0.3916,1,5,1,11,0
2010-11-19 10:45:00,2010-11-20 01:15:00,58,0.4058,1,5,1,11,0
2010-11-19 10:45:00,2010-11-20 01:30:00,59,0.4146,1,5,1,11,0
2010-11-19 10:45:00,2010-11-20 01:45:00,60,0.3736,1,5,1,11,0
2010-11-19 10:45:00,2010-11-20 02:00:00,61,0.4074,2,5,1,11,0
2010-11-19 10:45:00,2010-11-20 02:15:00,62,0.3809,2,5,1,11,0
2010-11-19 10:45:00,2010-11-20 02:30:00,63,0.3624,2,5,1,11,0
2010-11-19 10:45:00,2010-11-20 02:45:00,64,0.3902,2,5,1,11,0
2010-11-19 10:45:00,2010-11-20 03:00:00,65,0.3976,3,5,1,11,0
2010-11-19 10:45:00,2010-11-20 03:15:00,66,0.3832,3,5,1,11,0
2010-11-19 10:45:00,2010-11-20 03:30:00,67,0.3758,3,5,1,11,0
2010-11-19 10:45:00,2010-11-20 03:45:00,68,0.3925,3,5,1,11,0
2010-11-19 10:45:00,2010-11-20 04:00:00,69,0.3791,4,5,1,11,0
2010-11-19 10:45:00,2010-11-20 04:15:00,70,0.3868,4,5,1,11,0
2010-11-19 10:45:00,2010-11-20 04:30:00,71,0.4021,4,5,1,11,0
2010-11-19 10:45:00,2010-11-20 04:45:00,72,0.3748,4,5,1,11,0
2010-11-19 10:45:00,2010-11-20 05:00:00,73,0.3861,5,5,1,11,0
2010-11-19 10:45:00,2010-11-20 05:15:00,74,0.3954,5,5,1,11,0
2010-11-19 10:45:00,2010-11-20 05:30:00,75,0.3835,5,5,1,11,0
2010-11-19 10:45:00,2010-11-20 05:45:00,76,0.3861,5,5,1,11,0
2010-11-19 10:45:00,2010-11-20 06:00:00,77,0.4172,6,5,1,11,0
2010-11-19 10:45:00,2010-11-20 06:15:00,78,0.4004,6,5,1,11,0
2010-11-19 10:45:00,2010-11-20 06:30:00,79,0.4333,6,5,1,11,0
2010-11-19 10:45:00,2010-11-20 06:45:00,80,0.5023,6,5,1,11,0
2010-11-19 10:45:00,2010-11-20 07:00:00,81,0.5711,7,5,1,11,0
2010-11-19 10:45:00,2010-11-20 07:15:00,82,0.5903,7,5,1,11,0
2010-11-19 10:45:00,2010-11-20 07:30:00,83,0.5966,7,5,1,11,0
2010-11-19 10:45:00,2010-11-20 07:45:00,84,0.5273,7,5,1,11,0
2010-11-19 10:45:00,2010-11-20 08:00:00,85,0.4664,8,5,1,11,0
2010-11-19 10:45:00,2010-11-20 08:15:00,86,0.436,8,5,1,11,0
2010-11-19 10:45:00,2010-11-20 08:30:00,87,0.4249,8,5,1,11,0
2010-11-19 10:45:00,2010-11-20 08:45:00,88,0.4231,8,5,1,11,0
2010-11-19 10:45:00,2010-11-20 09:00:00,89,0.4306,9,5,1,11,0
2010-11-19 10:45:00,2010-11-20 09:15:00,90,0.4075,9,5,1,11,0
2010-11-19 10:45:00,2010-11-20 09:30:00,91,0.4071,9,5,1,11,0
2010-11-19 10:45:00,2010-11-20 09:45:00,92,0.4127,9,5,1,11,0
2010-11-19 10:45:00,2010-11-20 10:00:00,93,0.4261,10,5,1,11,0
2010-11-19 10:45:00,2010-11-20 10:15:00,94,0.4135,10,5,1,11,0
2010-11-19 10:45:00,2010-11-20 10:30:00,95,0.4282,10,5,1,11,0
2010-11-19 10:45:00,2010-11-20 10:45:00,96,0.4218,10,5,1,11,0
2010-11-19 11:00:00,2010-11-19 11:15:00,1,0.3671,11,4,0,11,0
2010-11-19 11:00:00,2010-11-19 11:30:00,2,0.3752,11,4,0,11,0
2010-11-19 11:00:00,2010-11-19 11:45:00,3,0.3955,11,4,0,11,0
2010-11-19 11:00:00,2010-11-19 12:00:00,4,0.4108,12,4,0,11,0
2010-11-19 11:00:00,2010-11-19 12:15:00,5,0.398,12,4,0,11,0
2010-11-19 11:00:00,2010-11-19 12:30:00,6,0.4559,12,4,0,11,0
2010-11-19 11:00:00,2010-11-19 12:45:00,7,0.4269,12,4,0,11,0
2010-11-19 11:00:00,2010-11-19 13:00:00,8,0.444,13,4,0,11,0
2010-11-19 11:00:00,2010-11-19 13:15:00,9,0.4347,13,4,0,11,0
2010-11-19 11:00:00,2010-11-19 13:30:00,10,0.4022,13,4,0,11,0
2010-11-19 11:00:00,2010-11-19 13:45:00,11,0.45,13,4,0,11,0
2010-11-19 11:00:00,2010-11-19 14:00:00,12,0.4458,14,4,0,11,0
2010-11-19 11:00:00,2010-11-19 14:15:00,13,0.4839,14,4,0,11,0
2010-11-19 11:00:00,2010-11-19 14:30:00,14,0.472,14,4,0,11,0
2010-11-19 11:00:00,2010-11-19 14:45:00,15,0.4148,14,4,0,11,0
2010-11-19 11:00:00,2010-11-19 15:00:00,16,0.4357,15,4,0,11,0
2010-11-19 11:00:00,2010-11-19 15:15:00,17,0.4289,15,4,0,11,0
2010-11-19 11:00:00,2010-11-19 15:30:00,18,0.4231,15,4,0,11,0
2010-11-19 11:00:00,2010-11-19 15:45:00,19,0.4241,15,4,0,11,0
2010-11-19 11:00:00,2010-11-19 16:00:00,20,0.4826,16,4,0,11,0
2010-11-19 11:00:00,2010-11-19 16:15:00,21,0.4362,16,4,0,11,0
2010-11-19 11:00:00,2010-11-19 16:30:00,22,0.4284,16,4,0,11,0
2010-11-19 11:00:00,2010-11-19 16:45:00,23,0.438,16,4,0,11,0
2010-11-19 11:00:00,2010-11-19 17:00:00,24,0.5272,17,4,0,11,0
2010-11-19 11:00:00,2010-11-19 17:15:00,25,0.5092,17,4,0,11,0
2010-11-19 11:00:00,2010-11-19 17:30:00,26,0.4399,17,4,0,11,0
2010-11-19 11:00:00,2010-11-19 17:45:00,27,0.4278,17,4,0,11,0
2010-11-19 11:00:00,2010-11-19 18:00:00,28,0.4842,18,4,0,11,0
2010-11-19 11:00:00,2010-11-19 18:15:00,29,0.5258,18,4,0,11,0
2010-11-19 11:00:00,2010-11-19 18:30:00,30,0.572,18,4,0,11,0
2010-11-19 11:00:00,2010-11-19 18:45:00,31,0.5382,18,4,0,11,0
2010-11-19 11:00:00,2010-11-19 19:00:00,32,0.6078,19,4,0,11,0
2010-11-19 11:00:00,2010-11-19 19:15:00,33,0.5737,19,4,0,11,0
2010-11-19 11:00:00,2010-11-19 19:30:00,34,0.5841,19,4,0,11,0
2010-11-19 11:00:00,2010-11-19 19:45:00,35,0.5642,19,4,0,11,0
2010-11-19 11:00:00,2010-11-19 20:00:00,36,0.5651,20,4,0,11,0
2010-11-19 11:00:00,2010-11-19 20:15:00,37,0.5802,20,4,0,11,0
2010-11-19 11:00:00,2010-11-19 20:30:00,38,0.6856,20,4,0,11,0
2010-11-19 11:00:00,2010-11-19 20:45:00,39,0.7103,20,4,0,11,0
2010-11-19 11:00:00,2010-11-19 21:00:00,40,0.6989,21,4,0,11,0
2010-11-19 11:00:00,2010-11-19 21:15:00,41,0.6728,21,4,0,11,0
2010-11-19 11:00:00,2010-11-19 21:30:00,42,0.6697,21,4,0,11,0
2010-11-19 11:00:00,2010-11-19 21:45:00,43,0.6553,21,4,0,11,0
2010-11-19 11:00:00,2010-11-19 22:00:00,44,0.6827,22,4,0,11,0
2010-11-19 11:00:00,2010-11-19 22:15:00,45,0.6004,22,4,0,11,0
2010-11-19 11:00:00,2010-11-19 22:30:00,46,0.5652,22,4,0,11,0
2010-11-19 11:00:00,2010-11-19 22:45:00,47,0.5336,22,4,0,11,0
2010-11-19 11:00:00,2010-11-19 23:00:00,48,0.5252,23,4,0,11,0
2010-11-19 11:00:00,2010-11-19 23:15:00,49,0.498,23,4,0,11,0
2010-11-19 11:00:00,2010-11-19 23:30:00,50,0.4934,23,4,0,11,0
2010-11-19 11:00:00,2010-11-19 23:45:00,51,0.5261,23,4,0,11,0
2010-11-19 11:00:00,2010-11-20 00:00:00,52,0.4108,0,5,1,11,0
2010-11-19 11:00:00,2010-11-20 00:15:00,53,0.4189,0,5,1,11,0
2010-11-19 11:00:00,2010-11-20 00:30:00,54,0.396,0,5,1,11,0
2010-11-19 11:00:00,2010-11-20 00:45:00,55,0.421,0,5,1,11,0
2010-11-19 11:00:00,2010-11-20 01:00:00,56,0.4073,1,5,1,11,0
2010-11-19 11:00:00,2010-11-20 01:15:00,57,0.3886,1,5,1,11,0
2010-11-19 11:00:00,2010-11-20 01:30:00,58,0.3955,1,5,1,11,0
2010-11-19 11:00:00,2010-11-20 01:45:00,59,0.3883,1,5,1,11,0
2010-11-19 11:00:00,2010-11-20 02:00:00,60,0.3791,2,5,1,11,0
2010-11-19 11:00:00,2010-11-20 02:15:00,61,0.3972,2,5,1,11,0
2010-11-19 11:00:00,2010-11-20 02:30:00,62,0.3597,2,5,1,11,0
2010-11-19 11:00:00,2010-11-20 02:45:00,63,0.3855,2,5,1,11,0
2010-11-19 11:00:00,2010-11-20 03:00:00,64,0.3955,3,5,1,11,0
2010-11-19 11:00:00,2010-11-20 03:15:00,65,0.3878,3,5,1,11,0
2010-11-19 11:00:00,2010-11-20 03:30:00,66,0.3761,3,5,1,11,0
2010-11-19 11:00:00,2010-11-20 03:45:00,67,0.385,3,5,1,11,0
2010-11-19 11:00:00,2010-11-20 04:00:00,68,0.3849,4,5,1,11,0
2010-11-19 11:00:00,2010-11-20 04:15:00,69,0.3857,4,5,1,11,0
2010-11-19 11:00:00,2010-11-20 04:30:00,70,0.3876,4,5,1,11,0
2010-11-19 11:00:00,2010-11-20 04:45:00,71,0.3797,4,5,1,11,0
2010-11-19 11:00:00,2010-11-20 05:00:00,72,0.3829,5,5,1,11,0
2010-11-19 11:00:00,2010-11-20 05:15:00,73,0.39,5,5,1,11,0
2010-11-19 11:00:00,2010-11-20 05:30:00,74,0.39,5,5,1,11,0
2010-11-19 11:00:00,2010-11-20 05:45:00,75,0.3869,5,5,1,11,0
2010-11-19 11:00:00,2010-11-20 06:00:00,76,0.4117,6,5,1,11,0
2010-11-19 11:00:00,2010-11-20 06:15:00,77,0.3982,6,5,1,11,0
2010-11-19 11:00:00,2010-11-20 06:30:00,78,0.4673,6,5,1,11,0
2010-11-19 11:00:00,2010-11-20 06:45:00,79,0.5134,6,5,1,11,0
2010-11-19 11:00:00,2010-11-20 07:00:00,80,0.5865,7,5,1,11,0
2010-11-19 11:00:00,2010-11-20 07:15:00,81,0.574,7,5,1,11,0
2010-11-19 11:00:00,2010-11-20 07:30:00,82,0.5935,7,5,1,11,0
2010-11-19 11:00:00,2010-11-20 07:45:00,83,0.5669,7,5,1,11,0
2010-11-19 11:00:00,2010-11-20 08:00:00,84,0.4521,8,5,1,11,0
2010-11-19 11:00:00,2010-11-20 08:15:00,85,0.4285,8,5,1,11,0
2010-11-19 11:00:00,2010-11-20 08:30:00,86,0.4303,8,5,1,11,0
2010-11-19 11:00:00,2010-11-20 08:45:00,87,0.4148,8,5,1,11,0
2010-11-19 11:00:00,2010-11-20 09:00:00,88,0.4269,9,5,1,11,0
2010-11-19 11:00:00,2010-11-20 09:15:00,89,0.4144,9,5,1,11,0
2010-11-19 11:00:00,2010-11-20 09:30:00,90,0.4215,9,5,1,11,0
2010-11-19 11:00:00,2010-11-20 09:45:00,91,0.3958,9,5,1,11,0
2010-11-19 11:00:00,2010-11-20 10:00:00,92,0.4294,10,5,1,11,0
2010-11-19 11:00:00,2010-11-20 10:15:00,93,0.4154,10,5,1,11,0
2010-11-19 11:00:00,2010-11-20 10:30:00,94,0.4296,10,5,1,11,0
2010-11-19 11:00:00,2010-11-20 10:45:00,95,0.4226,10,5,1,11,0
2010-11-19 11:00:00,2010-11-20 11:00:00,96,0.4578,11,5,1,11,0
2010-11-19 11:15:00,2010-11-19 11:30:00,1,0.3424,11,4,0,11,0
2010-11-19 11:15:00,2010-11-19 11:45:00,2,0.3794,11,4,0,11,0
2010-11-19 11:15:00,2010-11-19 12:00:00,3,0.389,12,4,0,11,0
2010-11-19 11:15:00,2010-11-19 12:15:00,4,0.3784,12,4,0,11,0
2010-11-19 11:15:00,2010-11-19 12:30:00,5,0.4298,12,4,0,11,0
2010-11-19 11:15:00,2010-11-19 12:45:00,6,0.3946,12,4,0,11,0
2010-11-19 11:15:00,2010-11-19 13:00:00,7,0.4269,13,4,0,11,0
2010-11-19 11:15:00,2010-11-19 13:15:00,8,0.3941,13,4,0,11,0
2010-11-19 11:15:00,2010-11-19 13:30:00,9,0.4046,13,4,0,11,0
2010-11-19 11:15:00,2010-11-19 13:45:00,10,0.4301,13,4,0,11,0
2010-11-19 11:15:00,2010-11-19 14:00:00,11,0.4244,14,4,0,11,0
2010-11-19 11:15:00,2010-11-19 14:15:00,12,0.4347,14,4,0,11,0
2010-11-19 11:15:00,2010-11-19 14:30:00,13,0.4717,14,4,0,11,0
2010-11-19 11:15:00,2010-11-19 14:45:00,14,0.4265,14,4,0,11,0
2010-11-19 11:15:00,2010-11-19 15:00:00,15,0.4331,15,4,0,11,0
2010-11-19 11:15:00,2010-11-19 15:15:00,16,0.4236,15,4,0,11,0
2010-11-19 11:15:00,2010-11-19 15:30:00,17,0.4167,15,4,0,11,0
2010-11-19 11:15:00,2010-11-19 15:45:00,18,0.4149,15,4,0,11,0
2010-11-19 11:15:00,2010-11-19 16:00:00,19,0.4844,16,4,0,11,0
2010-11-19 11:15:00,2010-11-19 16:15:00,20,0.4367,16,4,0,11,0
2010-11-19 11:15:00,2010-11-19 16:30:00,21,0.4373,16,4,0,11,0
2010-11-19 11:15:00,2010-11-19 16:45:00,22,0.4468,16,4,0,11,0
2010-11-19 11:15:00,2010-11-19 17:00:00,23,0.5494,17,4,0,11,0
2010-11-19 11:15:00,2010-11-19 17:15:00,24,0.5498,17,4,0,11,0
2010-11-19 11:15:00,2010-11-19 17:30:00,25,0.4414,17,4,0,11,0
2010-11-19 11:15:00,2010-11-19 17:45:00,26,0.4475,17,4,0,11,0
2010-11-19 11:15:00,2010-11-19 18:00:00,27,0.4937,18,4,0,11,0
2010-11-19 11:15:00,2010-11-19 18:15:00,28,0.5239,18,4,0,11,0
2010-11-19 11:15:00,2010-11-19 18:30:00,29,0.5848,18,4,0,11,0
2010-11-19 11:15:00,2010-11-19 18:45:00,30,0.5528,18,4,0,11,0
2010-11-19 11:15:00,2010-11-19 19:00:00,31,0.5714,19,4,0,11,0
2010-11-19 11:15:00,2010-11-19 19:15:00,32,0.6114,19,4,0,11,0
2010-11-19 11:15:00,2010-11-19 19:30:00,33,0.5907,19,4,0,11,0
2010-11-19 11:15:00,2010-11-19 19:45:00,34,0.5616,19,4,0,11,0
2010-11-19 11:15:00,2010-11-19 20:00:00,35,0.5505,20,4,0,11,0
2010-11-19 11:15:00,2010-11-19 20:15:00,36,0.5982,20,4,0,11,0
2010-11-19 11:15:00,2010-11-19 20:30:00,37,0.6835,20,4,0,11,0
2010-11-19 11:15:00,2010-11-19 20:45:00,38,0.6803,20,4,0,11,0
2010-11-19 11:15:00,2010-11-19 21:00:00,39,0.6937,21,4,0,11,0
2010-11-19 11:15:00,2010-11-19 21:15:00,40,0.7288,21,4,0,11,0
2010-11-19 11:15:00,2010-11-19 21:30:00,41,0.6646,21,4,0,11,0
2010-11-19 11:15:00,2010-11-19 21:45:00,42,0.6518,21,4,0,11,0
2010-11-19 11:15:00,2010-11-19 22:00:00,43,0.6597,22,4,0,11,0
2010-11-19 11:15:00,2010-11-19 22:15:00,44,0.6523,22,4,0,11,0
2010-11-19 11:15:00,2010-11-19 22:30:00,45,0.5576,22,4,0,11,0
2010-11-19 11:15:00,2010-11-19 22:45:00,46,0.5196,22,4,0,11,0
2010-11-19 11:15:00,2010-11-19 23:00:00,47,0.5254,23,4,0,11,0
2010-11-19 11:15:00,2010-11-19 23:15:00,48,0.5004,23,4,0,11,0
2010-11-19 11:15:00,2010-11-19 23:30:00,49,0.4847,23,4,0,11,0
2010-11-19 11:15:00,2010-11-19 23:45:00,50,0.4966,23,4,0,11,0
2010-11-19 11:15:00,2010-11-20 00:00:00,51,0.4237,0,5,1,11,0
2010-11-19 11:15:00,2010-11-20 00:15:00,52,0.4192,0,5,1,11,0
2010-11-19 11:15:00,2010-11-20 00:30:00,53,0.3975,0,5,1,11,0
2010-11-19 11:15:00,2010-11-20 00:45:00,54,0.3992,0,5,1,11,0
2010-11-19 11:15:00,2010-11-20 01:00:00,55,0.3854,1,5,1,11,0
2010-11-19 11:15:00,2010-11-20 01:15:00,56,0.4057,1,5,1,11,0
2010-11-19 11:15:00,2010-11-20 01:30:00,57,0.3886,1,5,1,11,0
2010-11-19 11:15:00,2010-11-20 01:45:00,58,0.3825,1,5,1,11,0
2010-11-19 11:15:00,2010-11-20 02:00:00,59,0.3771,2,5,1,11,0
2010-11-19 11:15:00,2010-11-20 02:15:00,60,0.3788,2,5,1,11,0
2010-11-19 11:15:00,2010-11-20 02:30:00,61,0.3895,2,5,1,11,0
2010-11-19 11:15:00,2010-11-20 02:45:00,62,0.3813,2,5,1,11,0
2010-11-19 11:15:00,2010-11-20 03:00:00,63,0.3783,3,5,1,11,0
2010-11-19 11:15:00,2010-11-20 03:15:00,64,0.3864,3,5,1,11,0
2010-11-19 11:15:00,2010-11-20 03:30:00,65,0.3867,3,5,1,11,0
2010-11-19 11:15:00,2010-11-20 03:45:00,66,0.3971,3,5,1,11,0
2010-11-19 11:15:00,2010-11-20 04:00:00,67,0.3752,4,5,1,11,0
2010-11-19 11:15:00,2010-11-20 04:15:00,68,0.3896,4,5,1,11,0
2010-11-19 11:15:00,2010-11-20 04:30:00,69,0.3951,4,5,1,11,0
2010-11-19 11:15:00,2010-11-20 04:45:00,70,0.3757,4,5,1,11,0
2010-11-19 11:15:00,2010-11-20 05:00:00,71,0.3933,5,5,1,11,0
2010-11-19 11:15:00,2010-11-20 05:15:00,72,0.3879,5,5,1,11,0
2010-11-19 11:15:00,2010-11-20 05:30:00,73,0.385,5,5,1,11,0
2010-11-19 11:15:00,2010-11-20 05:45:00,74,0.3788,5,5,1,11,0
2010-11-19 11:15:00,2010-11-20 06:00:00,75,0.4137,6,5,1,11,0
2010-11-19 11:15:00,2010-11-20 06:15:00,76,0.4095,6,5,1,11,0
2010-11-19 11:15:00,2010-11-20 06:30:00,77,0.4513,6,5,1,11,0
2010-11-19 11:15:00,2010-11-20 06:45:00,78,0.5261,6,5,1,11,0
2010-11-19 11:15:00,2010-11-20 07:00:00,79,0.576,7,5,1,11,0
2010-11-19 11:15:00,2010-11-20 07:15:00,80,0.5759,7,5,1,11,0
2010-11-19 11:15:00,2010-11-20 07:30:00,81,0.6181,7,5,1,11,0
2010-11-19 11:15:00,2010-11-20 07:45:00,82,0.5609,7,5,1,11,0
2010-11-19 11:15:00,2010-11-20 08:00:00,83,0.4532,8,5,1,11,0
2010-11-19 11:15:00,2010-11-20 08:15:00,84,0.4179,8,5,1,11,0
2010-11-19 11:15:00,2010-11-20 08:30:00,85,0.4311,8,5,1,11,0
2010-11-19 11:15:00,2010-11-20 08:45:00,86,0.4329,8,5,1,11,0
2010-11-19 11:15:00,2010-11-20 09:00:00,87,0.4177,9,5,1,11,0
2010-11-19 11:15:00,2010-11-20 09:15:00,88,0.4102,9,5,1,11,0
2010-11-19 11:15:00,2010-11-20 09:30:00,89,0.4062,9,5,1,11,0
2010-11-19 11:15:00,2010-11-20 09:45:00,90,0.4071,9,5,1,11,0
2010-11-19 11:15:00,2010-11-20 10:00:00,91,0.4233,10,5,1,11,0
2010-11-19 11:15:00,2010-11-20 10:15:00,92,0.4062,10,5,1,11,0
2010-11-19 11:15:00,2010-11-20 10:30:00,93,0.4256,10,5,1,11,0
2010-11-19 11:15:00,2010-11-20 10:45:00,94,0.4266,10,5,1,11,0
2010-11-19 11:15:00,2010-11-20 11:00:00,95,0.4728,11,5,1,11,0
2010-11-19 11:15:00,2010-11-20 11:15:00,96,0.4038,11,5,1,11,0
2010-11-19 11:30:00,2010-11-19 11:45:00,1,0.359,11,4,0,11,0
2010-11-19 11:30:00,2010-11-19 12:00:00,2,0.3796,12,4,0,11,0
2010-11-19 11:30:00,2010-11-19 12:15:00,3,0.3738,12,4,0,11,0
2010-11-19 11:30:00,2010-11-19 12:30:00,4,0.417,12,4,0,11,0
2010-11-19 11:30:00,2010-11-19 12:45:00,5,0.4007,12,4,0,11,0
2010-11-19 11:30:00,2010-11-19 13:00:00,6,0.4361,13,4,0,11,0
2010-11-19 11:30:00,2010-11-19 13:15:00,7,0.4028,13,4,0,11,0
2010-11-19 11:30:00,2010-11-19 13:30:00,8,0.3909,13,4,0,11,0
2010-11-19 11:30:00,2010-11-19 13:45:00,9,0.4325,13,4,0,11,0
2010-11-19 11:30:00,2010-11-19 14:00:00,10,0.4183,14,4,0,11,0
2010-11-19 11:30:00,2010-11-19 14:15:00,11,0.4651,14,4,0,11,0
2010-11-19 11:30:00,2010-11-19 14:30:00,12,0.4775,14,4,0,11,0
2010-11-19 11:30:00,2010-11-19 14:45:00,13,0.4377,14,4,0,11,0
2010-11-19 11:30:00,2010-11-19 15:00:00,14,0.4206,15,4,0,11,0
2010-11-19 11:30:00,2010-11-19 15:15:00,15,0.4246,15,4,0,11,0
2010-11-19 11:30:00,2010-11-19 15:30:00,16,0.4063,15,4,0,11,0
2010-11-19 11:30:00,2010-11-19 15:45:00,17,0.4172,15,4,0,11,0
2010-11-19 11:30:00,2010-11-19 16:00:00,18,0.4797,16,4,0,11,0
2010-11-19 11:30:00,2010-11-19 16:15:00,19,0.4263,16,4,0,11,0
2010-11-19 11:30:00,2010-11-19 16:30:00,20,0.4553,16,4,0,11,0
2010-11-19 11:30:00,2010-11-19 16:45:00,21,0.4399,16,4,0,11,0
2010-11-19 11:30:00,2010-11-19 17:00:00,22,0.5136,17,4,0,11,0
2010-11-19 11:30:00,2010-11-19 17:15:00,23,0.5296,17,4,0,11,0
2010-11-19 11:30:00,2010-11-19 17:30:00,24,0.4389,17,4,0,11,0
2010-11-19 11:30:00,2010-11-19 17:45:00,25,0.4531,17,4,0,11,0
2010-11-19 11:30:00,2010-11-19 18:00:00,26,0.5077,18,4,0,11,0
2010-11-19 11:30:00,2010-11-19 18:15:00,27,0.5266,18,4,0,11,0
2010-11-19 11:30:00,2010-11-19 18:30:00,28,0.5895,18,4,0,11,0
2010-11-19 11:30:00,2010-11-19 18:45:00,29,0.535,18,4,0,11,0
2010-11-19 11:30:00,2010-11-19 19:00:00,30,0.6049,19,4,0,11,0
2010-11-19 11:30:00,2010-11-19 19:15:00,31,0.566,19,4,0,11,0
2010-11-19 11:30:00,2010-11-19 19:30:00,32,0.6205,19,4,0,11,0
2010-11-19 11:30:00,2010-11-19 19:45:00,33,0.5663,19,4,0,11,0
2010-11-19 11:30:00,2010-11-19 20:00:00,34,0.5709,20,4,0,11,0
2010-11-19 11:30:00,2010-11-19 20:15:00,35,0.5972,20,4,0,11,0
2010-11-19 11:30:00,2010-11-19 20:30:00,36,0.6618,20,4,0,11,0
2010-11-19 11:30:00,2010-11-19 20:45:00,37,0.6919,20,4,0,11,0
2010-11-19 11:30:00,2010-11-19 21:00:00,38,0.6967,21,4,0,11,0
2010-11-19 11:30:00,2010-11-19 21:15:00,39,0.7319,21,4,0,11,0
2010-11-19 11:30:00,2010-11-19 21:30:00,40,0.6608,21,4,0,11,0
2010-11-19 11:30:00,2010-11-19 21:45:00,41,0.658,21,4,0,11,0
2010-11-19 11:30:00,2010-11-19 22:00:00,42,0.6504,22,4,0,11,0
2010-11-19 11:30:00,2010-11-19 22:15:00,43,0.6142,22,4,0,11,0
2010-11-19 11:30:00,2010-11-19 22:30:00,44,0.5669,22,4,0,11,0
2010-11-19 11:30:00,2010-11-19 22:45:00,45,0.5217,22,4,0,11,0
2010-11-19 11:30:00,2010-11-19 23:00:00,46,0.4827,23,4,0,11,0
